title,video_id,new_title
Capacitors and capacitance -II PUC KANNADA,X1Uc3hK0a7Q,Capacitors and Capacitance | Electric Potential and Capacitors Part  7 | 2nd PUC in Kannada
Energy stored in dipole placed in electric field in Kannada for PUC,a9lHAB9KLYg,Energy Stored in Dipole placed in Electric Field | Electric Potential and Capacitors Part  6 | 2nd PUC in Kannada
Potential energy due to system of charges Kannada for PUC,J6_edTp2-PY,Potential Energy due to System of Charges | Electric Potential and Capacitors Part  5 | 2nd PUC in Kannada
Electric potential due to dipole in Kannada for PUC,g1jBz6nbSR4,Electric Potential due to Dipole | Electric Potential and Capacitors Part 4 | 2nd PUC in Kannada
Electric intensity and potential relation in Kannada for PUC,16LmK1bCELw,Electric Intensity and Potential Relation | Electric Potential and Capacitors Part 3 | 2nd PUC in Kannada
Equipotential surface in Kannada for PUC,GFQd-WJOjSc,Equipotential Surface | Electric Potential and Capacitors Part 2 | 2nd PUC in Kannada
Applied physics for Electronics BE-2022 batch VTU students-part-6,DyPr5i2STlw,
Applied physics for Electronics BE-2022 batch VTU students-part-5,vwZOVql4uj4,
Applied physics for Electronics BE-2022 batch VTU students-part-4,LeJxpXP0xTA,
Applied physics for Electronics BE-2022 batch VTU students-part-3,544pfKfNwFQ,
Applied physics for Electronics BE-2022 batch VTU students-part-2,_gKrq4kF7o4,
Applied physics for Electronics BE-2022 batch VTU students-part-1,fjYFIpCJfBQ,
VTU Physics Model paper-2022- Part-8 Physics of animation and Monte Carlo method,IvSOmXP5YJY,
VTU Physics Model paper-2022- Part-7 superconductors and Physics of animation,oLo4oiYzO9s,
VTU Physics Model paper-2022- Part-6 electrical conductivity and superconductors,9NNzy8mwt0k,
VTU Physics Model paper-2022- Part-5 Quantum computation,cu_YuLFs6P4,
VTU Physics Model paper-2022- Part-4 Quantum mechanics,da2qhCJJK98,
VTU Physics Model paper- 2022 Part-3 Quantum mechanics,W3vWrmcabMI,
VTU Physics-Model paper 2022-for CSE stream-Part2,ewcIlITIQng,
VTU Physics Model Paper 2022-discussion,V4JCMQ7rsYo,
Josephson effect and SQUIDS -VTU Physics,nsopD4gOTM8,
Poisson’s distribution and Proton decay modelling -VTU Physics,bbVzpaTtEnE,
Numerical problems on superconductivity,SsBbqVGGM88,
Poisson’s distribution in statistical Physics -VTU Physics,ApCgxNgj_kA,
Statistical Physics-Descriptive and inferential statistics-VTU Physics,ehSh2pGI5o4,
Numerical problems on Physics of animation-VTU Physics,QtxpX0HLyms,
Types of Superconductor and Cooper pair formation -VTU physics,MYS0utePriQ,
Meissner effect -Engineering Physics-VTU,RCf09OmYmBI,
electrostatic potential in kannada-II PUC Physics,L6LsBG31Toc,Electrostatic Potential | Electric Potential and Capacitors Part 1 | 2nd PUC in Kannada
Numericals on quantum mechanics-part-2,CT7n-Njr-5U,
"Concept of phonon, Matheissen’s rule and superconductivity",boL48eDpIq4,
Field due to uniformly charged sphere in Kannada-II PUC Physics,GQRxu0mP9Wo,Electric Field due to Uniformly Charged Sphere | Electric Charges and Fields Part 11 | 2nd PUC in Kannada
Numerical problems on Quantum Mechanics  Part 1-VTU physics,IyRk4ltBJao,
Numerical problems on Quantum gates-Part-2,4PYsoZecBWU,
Electric field due to uniformly charged sheet in Kannada-II PUC,RvTxcDJPcjM,Electric Field due to Uniformly Charged Sheet | Electric Charges and Fields Part 10 | 2nd PUC in Kannada
Numerical problems on Quantum computation-Part-1-VTU,oRWUhp5m-Rs,
Electric field due to linear charge-II PUC in Kannada,y1-xgOqftLU,Electric Field due to Linear Charge | Electric Charges and Fields Part 9 | 2nd PUC in Kannada
Torque on a dipole and continuous distribution of charges in Kannada,pyZjoDbJ31o,Torque on a Dipole and Continuous Distribution of Charges | Electric Charges and Fields Part 8 | 2nd PUC in Kannada
Examples of Character Animation-Physics of animation-VTU,7Jt8K4hPtb4,
Odd rule scenarios-Physics of animation for VTU syllabus,YRX-glDvZAs,
Physics of animation-Odd rule multiplier,Y5cj9yCr-kc,
Odd rule for animation-Physics and animation for VTU students,gD1-_WpmvDY,
"Frames, scale, timing and spacing inanimation-VTU physics",-KCE3mPMVRY,
Physics of animation-VTU engineering Physics,D8uMVrplSFA,
Electric field due to dipole in kannada language-2nd PUC,CfaBISLLAVU,Electric Field due to Dipole | Electric Charges and Fields Part 7 | 2nd PUC in Kannada
Quantum computation-Multi qubit gates-VTU,AlCJ2VzVjqE,
electric field lines or lines of force and flux in kannada,MJrTlnXwawY,Electric Field Lines and Flux | Electric Charges and Fields Part 6 | 2nd PUC in Kannada
Multiple qubit Quantum gates Engineering Physics VTU,CfAGZxgxDfA,
Electric field and electric intensity in kannada language,7wNPxwM1zRg,Electric Field and Electric Intensity | Electric Charges and Fields Part 5 | 2nd PUC in Kannada
Single qubit Quantum gates Continued Engineering Physics VTU,9sqTYZe8FIE,
Coulomb’s law and its limitations in kannada,qrOSE4sr0I8,Coulomb’s Law and its Limitations | Electric Charges and Fields Part 4 | 2nd PUC in Kannada
Properties of charge and electrostatics of earth in Kannada,Pn9CJMGbVUI,Properties of Charge and Electrostatics of Earth | Electric Charges and Fields Part 3 | 2nd PUC in Kannada
Quantum gates in Kannada language for VTU students,VoQgbA_NqeA,
Methods of charging kannada language,SDNiS4bWGgE,Methods of Charging | Electric Charges and Fields Part 2 | 2nd PUC in Kannada
Quanatum computation VTU-Pauli matrices in kannada-VTU Physics,7bjAV8iY5zM,
History of electrostatics and charges in Kannada-IIPUC Physics in kannada language,XVAoBSscMkk,History of Electrostatics and Charges | Electric Charges and Fields Part 1 | 2nd PUC in Kannada
Unitary matrix and Inner product-VTU Physics,fzNXHN8tI5I,
"Properties of Qubits, Operators and matrices for VTU students",rYLZNbd3tBU,
Multiple Qubits and Tensor products  VTU Physics,JgxFxi0JryA,
Vector space and Bloch sphere in Kannada,9ptmxC5MBBw,
Qubits and Dirac notations,x1Sh6DbfVXo,
Quantum computers for VTU  Physics-Concept of BIT and QUBIT,V6nT_KWeuYE,
Quantum computing for VTU students-Moore's law and its end,Im_csMy2rc8,
I PUC Physics 3 marks questions in kannada,CSBHcPL93s8,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 6
I PUC PHYSICS 3 marks questions in Kannada,mNz6sHp2cT0,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 5
I PUC Physics 3 marks questions in Kannada,XeQ9BMgaHnM,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 4
Physics 3 marks questions on Physics I PUC in kannada,OqzbdJoJHyk,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 3
I PUC PHYSICS 3 marks questions in kannada,9-6l_SLcR8U,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 2
physics 3marks questions for I PUC in Kannada,Z55D0VGozHQ,3-Marks Questions | Exam Prep | 1st PUC in Kannada | Part 1
Problems on projectile motion in kannada-part-3,wQ2vkZMTjGs,Problems on Projectile Motion Part 3 | Motion in a Plane | 1st PUC in Kannada
Problems on projectile motion in Kannada,b6VhjjNKc2o,Problems on Projectile Motion Part 1 | Motion in a Plane | 1st PUC in Kannada
Problems on projectile motion in Kannada,5Twud0o8s2s,Problems on Projectile Motion Part 1 | Motion in a Plane | 1st PUC in Kannada
Problems on Rotational motion-IPUC in Kannada,6pHSf_r0O4o,Problems and Solutions Part 4 | System of Particles and Rotational Motion | 1st PUC in Kannada
Problems on rotational motion in Kannada part 3,ZbUWk20xRHk,Problems and Solutions Part 3 | System of Particles and Rotational Motion | 1st PUC in Kannada
Problems on rotational motion in kannada,EhAA0i_HNco,Problems and Solutions Part 2 | System of Particles and Rotational Motion | 1st PUC in Kannada
Problems on rotational motion in Kannada,pyDdpW_U-A0,Problems and Solutions Part 1 | System of Particles and Rotational Motion | 1st PUC in Kannada
Numericals on Thermal properties in Kannada,uL7cNk6I-hU,Numericals Part 4 | Thermal Properties of Matter | 1st PUC in Kannada
Numericals on Thermal properties in Kannada part 3,B5TLrv8nwR8,Numericals Part 3 | Thermal Properties of Matter | 1st PUC in Kannada
Numericals on Thermal properties Part-2 in kannada,qZgzmYqF5fg,
IPUC PHYSICS PROBLEMS on THERMAL PROPERTIES in KANNADA,LdZ-_ldNI5s,
I PUC PHYSICS MCQ on KINETIC THEORY in KANNADA,6z5yjvm6LU4,
IPUC MCQ ON THERMODYNAMICS In KANNADA,pnuEHAgb9sk,
I PUC PHYSICS MCQ in KANNADA,RYFrFpe2nh4,
I PUC MCQ on PHYSICS in Kannada,OO5defrsT3w,
MCQ on WORK ENERGY & POWER in KANNADA,S3x8rmGo10M,
I PUC PHYSICS MCQ in KANNADA,j--OXSQcPNM,
I PUC PHYSICS MCQ in KANNADA,dSd287yZHNk,
I PUC PHYSICS MCQ in Kannada,hysEFVKbbPI,
I PUC MCQs in Kannada-part-1,Cpxknm7Oc6s,
I PUC Physics Model question paper-2023 in Kannada,GSnZSkIzoEo,
Simple harmonic motion in Kannada,05kwhPtM14E,
Law of equi partition of energy in Kannada,uT8t4zvxbKk,Law of Equipartition of Energy | Kinetic Theory of Gases Part 3 | 1st PUC in Kannada
Kinetic theory of gases in kannada-part-2,ab_Mg0gsVI8,
Kinetic theory of gases in kannada,XJ2OXCJx-nw,Introduction | Kinetic Theory of Gases Part 1 | 1st PUC in Kannada
Carnot engine in kannada,KG90ykDrU_c,Carnot Engine | Thermodynamics Part 9 | 1st PUC in Kannada
2nd law of Thermodynamics in kannada,RIeKC-EFMhw,Second Law of Thermodynamics | Thermodynamics Part 8 | 1st PUC in Kannada
Heat engine in kannada,qI8E1Wo1fG8,Heat Engine | Thermodynamics Part 7 | 1st PUC in Kannada
Adiabatic processes in kannada,uxBPeJn7cQY,Adiabatic Processes | Thermodynamics Part 6 | 1st PUC in Kannada
Work done in isothermal and other processes in kannada,ouGRnQCmcOk,Work Done in Isothermal and Other Processes | Thermodynamics Part 5 | 1st PUC in Kannada
Molar specific heats and Mayer’s equation in kannada,3a5Jz0t0s0s,Molar Specific Heats and Mayer’s Equation | Thermodynamics Part 4 | 1st PUC in Kannada
First law of thermodynamics in kannada,PI36eoqtTz0,
Zeroth law of thermodynamics in kannada,Vmql70XFWNI,Zeroth Law of Thermodynamics | Thermodynamics Part 2 | 1st PUC in Kannada
Thermodynamics in kannada,kXC7R5ASQo4,Introduction | Thermodynamics Part 1 | 1st PUC in Kannada
Greenhouse effect and trade winds Kannada,aHz11YUHqAk,Greenhouse Effect and Trade Winds | Thermal Properties of Matter Part 12 | 1st PUC in Kannada
Newton’s law of cooling in Kannada,HfkpTyG0a98,Newton’s Law of Cooling | Thermal Properties of Matter Part 11 | 1st PUC in Kannada
Black body spectrum in Kannada,HJwUNlJ4fVQ,Black Body Spectrum | Thermal Properties of Matter Part 10 | 1st PUC in Kannada
Radiation of heat in Kannada,hsZOKmUhTZ0,Radiation of Heat | Thermal Properties of Matter Part 8 | 1st PUC in Kannada
Conduction and convection of heat in Kannada,qaMq8c8Enfw,Conduction and Convection | Thermal Properties of Matter Part 8 | 1st PUC in Kannada
boiling point and latent heat in Kannada,jvVSb0wtnS8,Boiling Point and Latent Heat | Thermal Properties of Matter Part 7| 1st PUC in Kannada
Specific heat capacity in Kannada,BfVsANgjFrs,Specific Heat Capacity | Thermal Properties of Matter Part 6 | 1st PUC in Kannada
Expansion of liquids and gases. Anomalous expansion of water,yOF3J1Gq0Os,"Expansion of Liquids and Gases, Anamalous Expansion of Water | Thermal Properties of Matter Part 5 | 1st PUC in Kannada"
Thermal expansion in kannada,cXA-iY04k-k,Thermal Expansion | Thermal Properties of Matter Part 4 | 1st PUC in Kannada
Temperature scale and ideal gas equation in kannada,vAK-ApTM4nw,Temperature Scales and Ideal Gas Equation | Thermal Properties of Matter Part 3 | 1st PUC in Kannada
Thermometer and gas laws in kannada,CUAHVhvAZPE,Thermometer and Gas Laws | Thermal Properties of Matter Part 2 | 1st PUC in Kannada
Heat and temperature in kannada,aGVsNZMTMlQ,Heat and Temperature | Thermal Properties of Matter Part 1 | 1st PUC in Kannada
Rolling motion in  kannada,9qjqJkP8yWU,
Work done by torque rotational motion in  kannada,9bls_gVc60s,
Moment of Inertia theorems in  kannada,9dKByj2X2GY,
Moment of Inertia in  kannada,ve6Y7r8_mMQ,
Center of gravity in  kannada,CZv3Fd_rhMY,
Couple in kannada,cv3xBkGyY44,Couple | System of Particles and Rotational Motion Part 11 | 1st PUC in Kannada
Equilibrium of a rigid body in kannada,MriXOYjyuX0,Equilibrium of a Rigid Body | System of Particles and Rotational Motion Part 10 | 1st PUC in Kannada
Angular momentum in Kannada,boX36KC3zYg,Angular Momentum | System of Particles and Rotational Motion Part 9 | 1st PUC in Kannada
Torque rotational motion in Kannada,EBp0MI1b2ek,Torque | System of Particles and Rotational Motion Part 8 | 1st PUC in Kannada
Angular acceleration for I PU in kannada,huaKOi_kqoE,Angular Acceleration | System of Particles and Rotational Motion Part 7 | 1st PUC in Kannada
Vector product and examples for I PU in kannada,XHKMn5kvmTI,Vector Product and Examples | System of Particles and Rotational Motion Part 6 | 1st PUC in Kannada
linear momentum of system of particles in kannada,yT5vBs0zvwI,Linear Momentum | System of Particles and Rotational Motion Part 5 | 1st PUC in Kannada
Center of mass for I PU in Kannada-part-2,bkP7EZn_HLQ,Center of Mass Part 2 | System of Particles and Rotational Motion Part 4 | 1st PUC in Kannada
Center of mass-Physics in Kannada,mIEZeW6VeCE,Center of Mass Part 1 | System of Particles and Rotational Motion Part 3 | 1st PUC in Kannada
Rotational motion –Part-2 By Dr.Nagaraja D,4CmSHrQrKlA,Rotational Motion Part 2 | System of Particles and Rotational Motion Part 2 | 1st PUC in Kannada 
Rotational motion for I PU in kannada,rUISX9_8Uhc,Rotational Motion Part 1 | System of Particles and Rotational Motion Part 1 | 1st PUC in Kannada
"Work, energy and power solved problems in kannada",EWsS4imVAQ4,"Solved Problems Part 2 | Work, Energy and Power | 1st PUC in Kannada"
"Work, energy and power problems for I PU in kannada",j40PLD5N8qw,"Solved Problems Part 1 | Work, Energy and Power | 1st PUC in Kannada"
Collisions in 2-dimensions for class 11 and I PU in kannada,qA8G3Xq4jFM,"Collisions in 2-Dimensions | Work, Energy and Power Part 10 | 1st PUC in Kannada"
elastic collisions for I PU in kannada,t35o-A9Je18,"Elastic Collisions | Work, Energy and Power Part 9 | 1st PUC in Kannada"
why sachin tendulkar uses heavy bat?,KHIZ-qSmHEk,
horse power for I PU in kannada,VjiFKHzwJ9c,"Horse Power | Work, Energy and Power Part 7 | 1st PUC in Kannada"
Elastic potential energy in kannada,m4DyZ0o7nVU,"Elastic Potential Energy | Work, Energy and Power Part 6 | 1st PUC in Kannada"
Conservative and Non conservative force in kannada,jIxIg4-xbmU,"Conservative and Non-Conservative Force | Work, Energy and Power Part 5 | 1st PUC in Kannada"
Law of conservation of energy in kannada,w_x6PUuRyUw,"Law of Conservation of Energy | Work, Energy and Power Part 4 | 1st PUC in Kannada"
Potential energy and its types in kannada,HsAJ3c6mXxQ,"Potential Energy and Its Types | Work, Energy and Power Part 3 | 1st PUC in Kannada"
work-energy theorem in kannada,SZQ_bgeWTv4,"Work-Energy Theorem | Work, Energy and Power Part 2 | 1st PUC in Kannada"
Work energy and power for I PU and class 11 in kannada-part-1,2jPpl0NXE78,"Introduction | Work, Energy and Power Part 1 | 1st PUC in Kannada"
problems on Relative velocity in kannada for I PU-part2,J-iV08K7Kdw,
problems on Relative velocity in kannada-part-1,9ki7hH4nQOA,
problems on position time graph in kannada-part2,uZU9x_Ob5bQ,
problems on position time graph in kannada,IYZ9fUKPXFE,
Tips to solve numerical problems in Physics in kannada,LWyZNgATKzU,
Equations of motion for I PU in kannada,eAW-ZTh8snA,Equations of Motion | Motion in a Straight Line Part 8 | 1st PUC in Kannada
importance of position time graph for class 11 in kannada,g2MJUGSgiME,Importance of Position-Time Graph | Motion in a Straight Line Part 7 | 1st PUC in Kannada
Acceleration and x-t graph applications in kannada,T2r7yZjT0rQ,Acceleration and x-t Graph Applications | Motion in a Straight Line Part 6 | 1st PUC in Kannada
river boat concept-relative velocity in kannada,3HdShPW0xqA,
position-time graph in kannada,RsKq_yJyjfg,
position time graph  for I PU and class 11 in kannada,-K5ULln8hh8,
I-PUC-PHYSICS- Motion in 1-dimension-By Dr.Nagaraja D,cllzzbzvEOw,
Distance and displacement for I PU and class 11 in kannada,bzgsY_cjNM0,Distance and Displacement | Motion in a Straight Line Part 1 | 1st PUC in Kannada
Dimensional analysis in kannada Dr.Nagaraja D,XQsD4pRt2jQ,Dimensional Analysis | Units and Measurements Part 10 | 1st PUC in Kannada
Dimensional analysis and its applications for I PU in kannada,baHj9h7TetA,Dimensional Analysis and Applications | Units and Measurements Part 9 | 1st PUC in Kannada
Dimensions and dimensional analysis for I PU and Class 11 in kannada,k5KtsqJ18fQ,Dimensions and Dimensional Analysis | Units and Measurements Part 8 | 1st PUC in Kannada
Significant figures in calculation for I PU and Class 11 in kannada,h7h2cJJ5_nY,Significant Figures in Calculation | Units and Measurements Part 7 | 1st PUC in Kannada
Error calculation and significant figure for I PU and Class 11 in kannada,VmBo_8sVqvw,Error Calculation and Significant Figures | Units and Measurements Part 6 | 1st PUC in Kannada
"Absolute error, mean error and relative error for I PU and class 11 in kannada",Bhz7hdlxgo0,"Absolute, Mean and Relative Error | Units and Measurements Part 5| 1st PUC in Kannada"
"Error, accuracy and precision for I PU and class 11 in kannada",nLDgqe2HCe0,"Error, Accuracy and Precision | Units and Measurements Part 4 | 1st PUC in Kannada"
Parallax method for I PU and class-11 in kannada,TM-F02b2QyQ,Parallax Method | Units and Measurements Part 3 | 1st PUC in Kannada
SI system and its importance in Kannada for I PUC,sKYKaX6itdk,SI System and Its Importance | Units and Measurements Part 2 | 1st PUC in Kannada
UNITS AND MEASUREMENTS in Kannada,M2-vdjq00k4,Introduction | Units and Measurements Part 1 | 1st PUC in Kannada
Fundamental forces in nature for class-11 in kannada,hNtcxIrWrKQ,Fundamental Forces in Nature | Physical World Part 3 | 1st PUC in Kannada
Scope of physics for Class-11 in kannada,xLiTWMaaZRY,Scope of Physics | Physical World Part 2 | 1st PUC in Kannada
PHYSICAL WORLD-PART in Kannada,DSNsx-1zQTU,Introduction | Physical World Part 1 | 1st PUC in Kannada
Introduction to My channel-P4U,nOU6hYniUtw,Introduction to My Channel - P4U 
"VTU, Engineering Physics, Numerical problems, BIT",MSKKQA9OHqg,
"VTU, Semiconductor, Numerical problems-BIT",zJEImhgMHFE,
"VTU, Modern Physics Numerical problems-part-2, BIT",B4CyuuIeoSE,
"VTU, Modern Physics, Numerical problems Part-1, BIT",VjAFLVjjRI4,
"VTU, Engineering Physics, Numerical problems-Laser, BIT",dVHNILFFBUk,
"VTU, Engineering Physics, Elasticity Numerical-2, BIT",G4pUwv4urDc,
"VTU, Engineering Physics, Elasticity-Numerical-Part-1, BIT",578eO21kFDA,
"VTU, Engineering physics, Elasticity-4, BIT",KTGKu58YIk4,
"Engineering Physics, Elasticity-4, BIT",wsiPucN3BXU,
Elasticity-engineering physics,2ChD7NGTJV4,
"VTU, Engineering Physics, Elasticity-2, BIT",6w4dLr2DiAg,
"VTU, Engineering Physics, Elasticity-1, BIT",30x84QJ_9z4,
"VTU,Engineering physics Shock wave-2, BIT",ycZ9yUL2fa8,
"VTU Engineering physics Shock waves-1, BIT",bStF5nPB1Zo,
"VTU Engineering physics Laser-3, BIT",LhLp4XZOZuk,
VTU Engineering physics Laser-2-BIT,RabgOdvWpdg,
VTU Engineering physics Laser-1-BIT,b5jhPyTlm2Y,
"VTU engineering physics Maxwell's equations-4, BIT",G2leX6KeDAk,
"VTU engineering physics Maxwell equation-3, BIT",nhvDig2QqbA,
"VTU Engineering Physics Maxwell equations-2, BIT",JGVvQqfBCvU,
"VTU engineering Physics Maxwell equation-,1 BIT",HBZ-fSBbxY0,
"VTU-Engineering Physics-Modern Physics-4, BIT",Y1r3v2cu_9g,
"VTU-Engineering Physics-Modern Physics-3, BIT",nA9b22kmOyA,
"VTU-Engineering Physics-Modern Physics-2, BIT",mpIWUUmk_CE,
"VTU-Engineering Physics-Modern Physics-1, BIT",wSnznJrVDsY,
"VTU-Engineering Physics, Dielectrics-2, Department of Physics, BIT",mWahMQDIuTQ,
VTU-Engineering Physics-Dielectrics-BIT,8rKBHMZv-Qs,
"VTU-Engineering Physics-Semiconductor-2, Department of Physics-BIT",PE_l8o3Sa-g,
"Engg.Phy. VTU-Semiconductor-part-1-Department of Physics, BIT",X3PuHl-We4Q,
